Wall time,Step,Value
1670915659.690365,43549,0.53125
1670915682.8959336,43599,0.59375
1670916004.3582613,44249,0.53125
1670916027.6260948,44299,0.625
1670916050.7543314,44349,0.53125
1670916097.5240161,44449,0.59375
1670916144.357765,44549,0.5625
1670916191.2097745,44649,0.71875
1670916261.7082653,44799,0.6875
1670916308.4038944,44899,0.53125
1670916331.614526,44949,0.625
1670916402.2116964,45099,0.53125
1670916425.726735,45149,0.8125
1670916472.4658666,45249,0.625
1670916542.9331534,45399,0.78125
1670916566.4846084,45449,0.625
1670916613.1308167,45549,0.5625
1670916636.3288505,45599,0.65625
1670916705.5738735,45749,0.5
1670916815.6828475,45949,0.4375
1670916839.2313,45999,0.5
1670916885.6020086,46099,0.6875
1670916931.9443135,46199,0.71875
1670917025.1707077,46399,0.625
1670917048.6271465,46449,0.78125
1670917095.4017012,46549,0.59375
1670917118.54792,46599,0.53125
1670917141.682612,46649,0.5625
1670917164.8470438,46699,0.65625
1670917211.5226107,46799,0.65625
1670917304.7935853,46999,0.65625
1670917351.6482825,47099,0.65625
1670917374.8746824,47149,0.71875
1670917444.6217632,47299,0.71875
1670917538.5109239,47499,0.75
1670917625.055984,47649,0.625
1670917694.2174554,47799,0.65625
1670917717.6131766,47849,0.78125
1670917811.1051455,48049,0.59375
1670917857.6332629,48149,0.625
1670917881.074792,48199,0.59375
1670917927.705673,48299,0.75
1670917974.286553,48399,0.59375
1670917997.450372,48449,0.78125
1670918067.1342628,48599,0.625
1670918184.1566074,48849,0.71875
1670918230.7881982,48949,0.6875
1670918254.0472834,48999,0.71875
1670918300.5020769,49099,0.65625
1670918324.202265,49149,0.46875
1670918418.3104732,49349,0.65625
1670918528.01189,49549,0.59375
1670918574.6618857,49649,0.75
1670918621.2272756,49749,0.71875
1670918667.7371712,49849,0.59375
1670918714.2318883,49949,0.46875
1670918737.6703284,49999,0.6875
1670918807.685122,50149,0.65625
1670918830.9798825,50199,0.6875
1670918854.4706285,50249,0.71875
1670918901.2964447,50349,0.625
1670919018.5760348,50599,0.71875
1670919065.2527952,50699,0.75
1670919112.271845,50799,0.59375
1670919135.531796,50849,0.625
1670919158.7137885,50899,0.75
1670919276.1461835,51149,0.5
1670919386.927195,51349,0.59375
1670919432.9967818,51449,0.65625
1670919456.3723524,51499,0.65625
1670919595.7572727,51799,0.59375
1670919619.0429854,51849,0.65625
1670919642.4402673,51899,0.65625
1670919665.822505,51949,0.59375
1670919689.288255,51999,0.6875
1670919783.09297,52199,0.59375
1670919830.2414641,52299,0.53125
1670919853.6576037,52349,0.65625
1670919994.1369648,52649,0.625
1670920017.5305715,52699,0.6875
1670920087.7840414,52849,0.625
1670920134.2018254,52949,0.71875
1670920157.464394,52999,0.5
1670920181.0187259,53049,0.59375
1670920244.086856,53149,0.625
1670920313.2066858,53299,0.6875
1670920359.817625,53399,0.59375
1670920405.938247,53499,0.71875
1670920429.3180456,53549,0.625
1670920452.468444,53599,0.5
1670920475.9514146,53649,0.65625
1670920499.044695,53699,0.6875
1670920522.481628,53749,0.59375
1670920592.6722336,53899,0.5625
1670920616.0743413,53949,0.6875
1670920662.6297762,54049,0.65625
1670920686.1363497,54099,0.75
1670920709.3713684,54149,0.6875
1670920779.3341317,54299,0.625
1670920802.7413604,54349,0.71875
1670920825.8611097,54399,0.59375
1670920919.81597,54599,0.5
1670921100.3042438,54949,0.65625
1670921146.9250932,55049,0.71875
1670921193.4091902,55149,0.75
1670921216.77561,55199,0.5
1670921239.9865859,55249,0.71875
1670921309.974456,55399,0.65625
1670921356.4409316,55499,0.59375
1670921403.330907,55599,0.75
1670921426.8839042,55649,0.71875
1670921473.3688083,55749,0.65625
1670921590.2322242,55999,0.625
1670921636.8854377,56099,0.59375
1670921660.29993,56149,0.71875
1670921730.4817116,56299,0.75
1670921754.0901544,56349,0.46875
1670921800.9049127,56449,0.5
1670921824.334824,56499,0.6875
1670921847.8067238,56549,0.625
1670921871.3754504,56599,0.65625
1670921894.9790397,56649,0.65625
1670921939.5822022,56749,0.5625
1670921981.6531003,56799,0.65625
1670922004.9790254,56849,0.71875
1670922074.5733073,56999,0.75
1670922144.7736306,57149,0.53125
1670922215.0012026,57299,0.625
1670922238.1216416,57349,0.59375
1670922284.8274632,57449,0.59375
1670922331.3814986,57549,0.46875
1670922354.8657038,57599,0.53125
1670922378.2413557,57649,0.71875
1670922401.3101547,57699,0.59375
1670922565.615681,58049,0.53125
1670922612.3749113,58149,0.71875
1670922658.9284084,58249,0.59375
1670922705.3629394,58349,0.59375
1670922729.0649893,58399,0.65625
1670922885.7420201,58699,0.71875
1670922908.8532178,58749,0.46875
1670922955.4714024,58849,0.5625
1670922978.893906,58899,0.5625
1670923002.3041499,58949,0.625
1670923095.658526,59149,0.71875
1670923142.2337682,59249,0.71875
1670923189.4292643,59349,0.53125
1670923236.1124098,59449,0.625
1670923260.0237749,59499,0.71875
1670923283.3504717,59549,0.625
1670923354.2920043,59699,0.5625
1670923377.81614,59749,0.6875
1670923401.3258376,59799,0.625
1670923448.6656597,59899,0.5625
1670923472.405171,59949,0.65625
1670923542.626247,60099,0.5625
1670923636.2025652,60299,0.625
1670923659.635512,60349,0.65625
1670923681.938615,60399,0.59375
1670923745.441903,60499,0.78125
1670923838.4890034,60699,0.71875
1670923861.6570814,60749,0.6875
1670923885.1158233,60799,0.6875
1670923955.3147883,60949,0.5625
1670924072.3968565,61199,0.65625
1670924119.121457,61299,0.71875
1670924212.5176518,61499,0.71875
1670924283.1000395,61649,0.75
1670924306.5554936,61699,0.59375
1670924423.5523999,61949,0.65625
1670924470.361025,62049,0.6875
1670924493.457224,62099,0.6875
1670924516.5901425,62149,0.53125
1670924540.2200398,62199,0.53125
1670924560.7600706,62249,0.75
1670924603.4334254,62299,0.5625
1670924626.4941523,62349,0.71875
1670924696.0874536,62499,0.71875
1670924719.511443,62549,0.625
1670924742.7032304,62599,0.75
1670924766.1817207,62649,0.6875
1670924812.6833024,62749,0.59375
1670924859.2971609,62849,0.65625
1670924882.6973724,62899,0.5625
1670924952.433658,63049,0.59375
1670924975.745271,63099,0.6875
1670925116.3123944,63399,0.65625
1670925210.3907962,63599,0.46875
1670925327.3107443,63849,0.75
1670925350.9405231,63899,0.8125
1670925374.14514,63949,0.75
1670925483.7571673,64149,0.59375
1670925553.678671,64299,0.625
1670925670.3713381,64549,0.6875
1670925740.4880073,64699,0.59375
1670925810.9037037,64849,0.46875
1670925857.896661,64949,0.78125
1670925881.6562805,64999,0.75
1670925951.6906657,65149,0.8125
1670926044.5260377,65349,0.59375
1670926137.6425617,65549,0.59375
1670926254.8108542,65799,0.6875
1670926388.6023304,66049,0.75
1670926435.286706,66149,0.59375
1670926505.1913705,66299,0.59375
1670926528.4441288,66349,0.71875
1670926575.255622,66449,0.4375
1670926738.9054315,66799,0.625
1670926950.1778047,67249,0.65625
1670926973.8496704,67299,0.71875
1670927020.8565829,67399,0.71875
1670927044.0937467,67449,0.5625
1670927114.4099061,67599,0.6875
1670927137.9911332,67649,0.71875
1670927199.8947752,67749,0.71875
1670927294.1729255,67949,0.5
1670927340.8805873,68049,0.625
1670927433.593761,68249,0.8125
1670927456.790646,68299,0.6875
1670927480.2982283,68349,0.5625
1670927503.7569857,68399,0.625
1670927527.3183746,68449,0.78125
1670927620.6234558,68649,0.78125
1670927644.212098,68699,0.625
1670927691.3849723,68799,0.6875
1670927714.9890413,68849,0.53125
1670927808.5603368,69049,0.5
1670927926.1779606,69299,0.4375
1670927949.7602117,69349,0.4375
1670928042.9462118,69549,0.8125
1670928129.671283,69699,0.5625
1670928222.3406806,69899,0.65625
1670928362.3021545,70199,0.59375
1670928667.381247,70849,0.5625
1670928691.048981,70899,0.5625
1670928785.1575756,71099,0.59375
1670929035.5227234,71599,0.71875
1670929058.773018,71649,0.59375
1670929151.4944608,71849,0.5625
1670929198.2061007,71949,0.5625
1670929221.79485,71999,0.6875
1670929245.1715083,72049,0.53125
1670929268.646845,72099,0.65625
1670929339.2624633,72249,0.65625
1670929386.2091575,72349,0.6875
1670929409.5973704,72399,0.625
1670929456.7939866,72499,0.59375
1670929503.4363458,72599,0.5
1670929526.5338697,72649,0.71875
1670929573.4050667,72749,0.65625
1670929596.6476567,72799,0.6875
1670929619.6814265,72849,0.71875
1670929643.1055539,72899,0.59375
1670929666.687825,72949,0.71875
1670929690.0275211,72999,0.75
1670929713.5842204,73049,0.65625
1670929737.00599,73099,0.53125
1670929783.9716163,73199,0.625
1670929964.1141999,73549,0.6875
1670930034.3738444,73699,0.59375
1670930057.8740232,73749,0.6875
1670930104.4810355,73849,0.625
1670930244.8128781,74149,0.625
1670930268.3089569,74199,0.71875
1670930362.1709235,74399,0.625
1670930409.2835426,74499,0.6875
1670930432.7706587,74549,0.6875
1670930502.8982053,74699,0.65625
1670930526.4237962,74749,0.6875
1670930619.6692746,74949,0.71875
1670930643.2659943,74999,0.65625
1670930665.299818,75049,0.59375
1670930729.7817056,75149,0.65625
1670930892.8438697,75499,0.53125
1670930916.2457268,75549,0.71875
1670930939.717845,75599,0.65625
1670930986.6242929,75699,0.71875
1670931033.427103,75799,0.71875
1670931057.0725057,75849,0.6875
1670931220.8652685,76199,0.53125
1670931337.941765,76449,0.46875
1670931478.8742428,76749,0.53125
1670931545.6362336,76899,0.5625
1670931588.4709494,76949,0.5625
1670931657.9824035,77099,0.5625
1670931820.3983724,77449,0.6875
1670931890.2187421,77599,0.71875
1670931913.5094872,77649,0.78125
1670931936.8322756,77699,0.71875
1670932029.7304695,77899,0.75
1670932146.6817968,78149,0.65625
1670932193.5905464,78249,0.59375
1670932216.9109218,78299,0.59375
1670932240.3098032,78349,0.71875
1670932286.9371078,78449,0.6875
1670932333.80904,78549,0.6875
1670932357.5886226,78599,0.6875
1670932381.1612055,78649,0.6875
1670932404.3157701,78699,0.6875
1670932490.9403925,78849,0.65625
1670932537.0101871,78949,0.71875
1670932583.868086,79049,0.65625
1670932607.1597035,79099,0.65625
1670932630.387585,79149,0.5625
1670932700.6145954,79299,0.5
1670932817.7142284,79549,0.78125
1670932934.948106,79799,0.5625
1670932958.4099374,79849,0.5625
1670932981.8638098,79899,0.6875
1670933075.726464,80099,0.84375
1670933099.0082712,80149,0.5625
1670933122.3027303,80199,0.6875
1670933284.2969131,80549,0.46875
1670933325.897826,80599,0.71875
1670933372.504401,80699,0.5625
1670933395.7576609,80749,0.59375
1670933442.5150855,80849,0.65625
1670933583.1743972,81149,0.59375
1670933630.197899,81249,0.625
1670933676.9092226,81349,0.59375
1670933700.4050422,81399,0.71875
1670933794.1792874,81599,0.65625
1670933887.5786407,81799,0.65625
1670933911.160936,81849,0.5625
1670933934.3950362,81899,0.53125
1670934004.620609,82049,0.53125
1670934028.1227446,82099,0.84375
1670934145.7858796,82349,0.59375
1670934184.3414729,82399,0.46875
1670934231.6557481,82499,0.78125
1670934277.9239042,82599,0.625
1670934301.3375251,82649,0.53125
1670934324.5011916,82699,0.53125
1670934347.8831491,82749,0.5
1670934394.477843,82849,0.625
1670934441.3144097,82949,0.59375
1670934535.1685631,83149,0.6875
1670934581.972012,83249,0.6875
1670934628.6509998,83349,0.5625
1670934698.9872842,83499,0.46875
1670934722.0713072,83549,0.75
1670934816.0305164,83749,0.71875
1670934886.3395753,83899,0.625
1670934933.3062263,83999,0.6875
1670934956.7142339,84049,0.5
1670935003.3508494,84149,0.625
1670935089.3834765,84299,0.4375
1670935112.3406684,84349,0.75
1670935135.3678782,84399,0.6875
1670935158.5511975,84449,0.625
1670935275.0828695,84699,0.53125
1670935298.4289787,84749,0.6875
1670935321.7450795,84799,0.65625
1670935368.143375,84899,0.6875
1670935415.0120256,84999,0.59375
1670935438.647123,85049,0.65625
1670935484.9447474,85149,0.75
1670935531.753658,85249,0.75
1670935602.2458346,85399,0.5625
1670935648.60413,85499,0.625
1670935671.976782,85549,0.59375
1670935695.23939,85599,0.65625
1670935718.4217758,85649,0.65625
1670935859.7997622,85949,0.5625
1670935883.2779727,85999,0.75
1670935969.7589297,86149,0.59375
1670935992.916304,86199,0.75
1670936016.077058,86249,0.53125
1670936039.3828504,86299,0.8125
1670936155.2511508,86549,0.625
1670936342.8375359,86949,0.65625
1670936366.3205996,86999,0.625
1670936459.78203,87199,0.78125
1670936506.4628727,87299,0.6875
1670936576.7206774,87449,0.6875
1670936600.2074728,87499,0.625
1670936623.4703398,87549,0.53125
1670936646.9109097,87599,0.78125
1670936693.4364896,87699,0.5
1670936716.6698325,87749,0.65625
1670936803.5065985,87899,0.59375
1670936919.9618254,88149,0.8125
1670936943.3980436,88199,0.625
1670936990.336121,88299,0.75
1670937060.507019,88449,0.71875
1670937224.4887862,88799,0.6875
1670937247.6909785,88849,0.59375
1670937270.9117312,88899,0.5
1670937341.1573908,89049,0.65625
1670937434.6393485,89249,0.71875
1670937457.9685931,89299,0.71875
1670937481.3718657,89349,0.78125
1670937551.9075234,89499,0.8125
1670937575.3178134,89549,0.5625
1670937622.0117457,89649,0.625
1670937685.272611,89749,0.625
1670937731.5106723,89849,0.6875
1670937824.6163113,90049,0.6875
1670937871.199462,90149,0.46875
1670937894.308861,90199,0.59375
1670938011.6133585,90449,0.6875
1670938058.4617355,90549,0.59375
1670938152.367359,90749,0.46875
1670938245.8269217,90949,0.5625
1670938269.2426057,90999,0.6875
1670938363.452622,91199,0.6875
1670938434.0063932,91349,0.5625
1670938457.4300618,91399,0.75
1670938504.2608402,91499,0.65625
1670938524.4636278,91549,0.59375
1670938590.8899798,91649,0.5625
1670938614.0593197,91699,0.65625
1670938637.1442895,91749,0.59375
1670938683.4659972,91849,0.65625
1670938706.906563,91899,0.5625
1670938730.1881394,91949,0.59375
1670938870.5086477,92249,0.75
1670938894.0990777,92299,0.78125
1670938917.7959375,92349,0.65625
1670938940.993191,92399,0.71875
1670938964.4713318,92449,0.65625
1670939034.8056505,92599,0.78125
1670939081.5865586,92699,0.78125
1670939246.5706987,93049,0.59375
1670939340.0066288,93249,0.65625
1670939363.6536798,93299,0.59375
1670939386.6448066,93349,0.71875
1670939426.8535314,93399,0.75
1670939520.4823263,93599,0.625
1670939543.9450896,93649,0.8125
1670939567.2407885,93699,0.6875
1670939590.505822,93749,0.625
1670939613.7062912,93799,0.65625
1670939660.3152132,93899,0.75
1670939730.193499,94049,0.59375
1670939800.1586642,94199,0.59375
1670939823.5754862,94249,0.75
1670939870.2046216,94349,0.65625
1670939916.8957691,94449,0.65625
1670939963.492844,94549,0.75
1670940080.2282057,94799,0.65625
1670940173.6948078,94999,0.59375
1670940244.442063,95149,0.65625
1670940354.3969433,95349,0.78125
1670940400.751485,95449,0.5625
1670940424.1020458,95499,0.6875
1670940447.1455913,95549,0.71875
1670940516.9595847,95699,0.65625
1670940586.7479665,95849,0.65625
1670940633.575555,95949,0.6875
1670940774.4729183,96249,0.78125
1670940797.9608302,96299,0.8125
1670940821.3781354,96349,0.8125
1670940891.5559058,96499,0.625
1670940961.4883816,96649,0.65625
1670941031.6488411,96799,0.71875
